Sensor_001,Sensor_002,Sensor_003,Sensor_004,Sensor_005,Sensor_006,Sensor_007,Sensor_008,Sensor_009,Sensor_010,Sensor_011,Sensor_012,Sensor_013,Sensor_014,Sensor_015,Sensor_016,Sensor_017,Sensor_018,Sensor_019,Sensor_020,Sensor_021,Sensor_022,Sensor_023,Sensor_024,Sensor_025,Sensor_026,Sensor_027,Sensor_028,Sensor_029,Sensor_030,Sensor_031,Sensor_032,Sensor_033,Sensor_034,Sensor_035,Sensor_036,Sensor_037,Sensor_038,Sensor_039,Sensor_040,Sensor_041,Sensor_042,Sensor_043,Sensor_044,Sensor_045,Sensor_046,Sensor_047,Sensor_048,Sensor_049,Sensor_050,Sensor_051,Sensor_052,Sensor_053,Sensor_054,Sensor_055,Sensor_056,Sensor_057,Sensor_058,Sensor_059,Sensor_060,Sensor_061,Sensor_062,Sensor_063,Sensor_064,Sensor_065,Sensor_066,Sensor_067,Sensor_068,Sensor_069,Sensor_070,Sensor_071,Sensor_072,Sensor_073,Sensor_074,Sensor_075,Sensor_076,Sensor_077,Sensor_078,Sensor_079,Sensor_080,Sensor_081,Sensor_082,Sensor_083,Sensor_084,Sensor_085,Sensor_086,Sensor_087,Sensor_088,Sensor_089,Sensor_090,Sensor_091,Sensor_092,Sensor_093,Sensor_094,Sensor_095,Sensor_096,Sensor_097,Sensor_098,Sensor_099,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,Sensor_128,Sensor_129,Sensor_130,Sensor_131,Sensor_132,Sensor_133,Sensor_134,Sensor_135,Sensor_136,Sensor_137,Sensor_138,Sensor_139,Sensor_140,Sensor_141,Sensor_142,Sensor_143,Sensor_144,Sensor_145,Sensor_146,Sensor_147,Sensor_148,Sensor_149,Sensor_150,Sensor_151,Sensor_152,Sensor_153,Sensor_154,Sensor_155,Sensor_156,Sensor_157,Sensor_158,Sensor_159,Sensor_160,Sensor_161,Sensor_162,Sensor_163,Sensor_164,Sensor_165,Sensor_166,Sensor_167,Sensor_168,Sensor_169,Sensor_170
39402,na,2130706432,140,0,0,0,0,0,0,356,221392,1922470,436508,15936,852,1147000,0,180,0,0,0,2445826,2217516,392754,189296,0,0,0,0,174,64,0,0,0,0,0,3718,755552,850314,987930,0,1106,408,844,1406,36956,2555622,1170,2,0,0,665092,895888,289976,195308,156266,180372,212824,1788,0,0,2838862,104,706,546,0,1147000,28190,267810,123714,148900,171280,na,na,na,na,na,na,68360,39401.62,2838862,2838862,2840014,14888,4130,39450,415140,2597514,1209600,86550,2,30,0,2350522.56,0,244230.72,2,526,0,0,0,34200,979320,1365170,202898,13786,2114,26,40,44,2838862,na,2762,356,65978,140462,86206,1928954,362296,10432,68,0,260,170,2183592,92644,0,38468,0,70,2364496,1296,208,0,0,0,4,0,0,0,0,16310,48990,13674,0,0,59822,9650,10739860,1109290,0,0,0,0,743160,784.04,818,261080,490876,354088,215232,585712,497090,130374,38584,24392,86,0,0
134,0,30,20,0,0,0,0,0,1756,23434,36884,32324,0,0,0,na,na,na,na,na,na,na,na,na,na,0,na,na,na,54,34,0,0,0,0,0,0,0,46804,47594,0,1438,32,58,78,166,75024,15680,1910,12,0,86110,4852,1608,478,388,540,156,158,52,56,na,6,12,2,0,na,na,na,na,na,na,na,na,na,na,na,na,na,133.95,na,na,129364,169,0,na,na,94560,na,744,0,20,0,9509.76,70581.12,13284.48,14,40,0,1756,19354,27100,40894,5108,170,14,2,0,0,8,na,0,1408,72,10520,22504,17138,28746,13518,488,4,0,38,128,9822,22,0,2,0,0,10904,142,118,0,0,40,72112,0,0,0,0,na,20,2,0,0,272,54,160,16,0,0,0,0,0,229.44,172,85194,3886,860,158,236,238,254,3572,0,0,0,0
16,na,32,28,0,0,0,0,0,0,58,4674,5838,248,0,0,4280,0,0,0,0,0,14936,10482,7294,1608,0,0,0,0,44,24,0,0,0,0,0,0,7712,0,3106,0,60,6,30,36,528,10156,2,0,0,0,9930,638,148,56,26,14,6,0,0,0,22268,0,0,0,0,4280,310,2742,4528,na,na,na,na,na,na,na,na,7080,16.22,22268,22268,23530,12,248,2022,21940,10818,1209600,546,2,4,0,4080.96,0,6665.28,0,24,0,0,0,4146,3142,3232,298,0,0,0,2,6,22268,na,158,14,26,44,256,4080,5622,618,0,0,38,90,4122,8,0,18,0,0,5248,126,56,0,0,0,0,0,0,0,0,272,0,0,0,0,166,34,17560,1762,0,0,0,0,0,47.08,56,7260,3300,212,36,10,0,0,0,0,0,0,0
2334,na,2130706432,14,0,0,0,0,0,0,6798,150544,24058,16,0,0,73176,0,0,0,54,174,187578,159018,92260,18320,0,0,0,0,24,8,0,0,0,0,0,2292,140650,23126,15348,0,324,60,102,162,31770,148642,356,0,0,0,77182,52004,26624,12558,9760,2688,600,0,0,0,279962,0,418,120,2,73176,2138,69380,22426,na,na,na,na,na,na,na,na,91120,2334.77,279962,279962,276078,541,0,27264,278820,181416,1209600,5278,2,20,0,137483.52,4693.44,38878.08,0,0,0,0,238,108958,61778,8668,1568,176,30,0,32,38,279962,na,594,70,148,7996,6460,61964,99386,4798,0,0,22,56,141426,61796,0,66,0,18,142004,398,138,0,0,0,4696,0,0,0,0,1594,1360,660,0,0,3108,626,315980,31582,0,0,0,0,0,219.18,222,46766,24048,17718,9404,36718,45462,556,244,500,0,0,0
2300,0,16,8,0,0,0,0,0,0,3458,88280,54802,300,0,0,67562,0,0,0,1000,1498,135544,124232,26076,5600,0,0,0,0,32,12,0,0,0,0,0,0,0,30584,116256,0,3056,912,1680,6890,11152,123150,0,0,0,0,51030,51468,25172,7810,4994,2524,2278,734,234,596,162712,26,8,8,2,67562,1264,12704,13216,na,na,na,na,na,na,na,na,25260,2299.79,162712,162712,160834,689,182,15782,161920,147006,1209600,1990,48,28,0,107587.2,8155.2,28964.16,56,134,0,0,2334,10720,58294,45178,29922,382,10,0,8,20,162712,0,2560,52,7070,5568,12498,24642,91532,2836,82,0,12,22,99702,21770,0,12,0,0,109374,162,26,0,8398,0,0,0,0,0,0,894,420,90,0,0,1858,404,7040,1216,0,0,0,0,1299830,236.86,174,39838,9288,5372,2154,7912,15368,21698,44784,426,0,0,0
33228,na,0,na,0,0,0,0,0,4566,181056,1532052,570434,16738,158,0,1130456,0,0,0,3964,5322,2110358,1914426,366070,153052,0,0,0,0,0,0,0,0,0,0,0,3490,295882,521446,1484186,0,3146,282,412,852,107208,2175274,17830,0,0,0,889412,479292,205784,157110,121964,109308,118060,181120,40600,2354,2480912,174,330,1292,12,1130456,24804,173682,191282,176460,176360,1310700,1310700,1310700,1310700,1310700,1310700,8320,33227.93,2480912,2480912,2453692,13389,56470,2826,56020,2305004,1209600,0,na,na,na,1912644.48,0,388307.52,na,na,0,0,46424,915878,1120292,195894,20042,5712,762,0,na,0,2480912,na,3840,454,47992,257612,91168,1617302,273630,13002,4,0,na,na,na,na,na,na,na,na,na,2364,164,0,0,0,0,0,0,0,0,13466,31094,5266,0,0,78100,9866,2892060,667896,0,0,0,0,4611520,na,na,409760,362876,273978,147510,404924,273086,259188,139294,34388,0,0,0
32056,na,2130706432,6090,0,0,0,0,0,0,3596,461400,4058114,1354910,59294,100,3011094,0,354,0,0,0,5408040,4440958,1071416,712584,0,0,139300,0,9580,556,0,0,0,0,0,1968,5705378,210682,19386,0,13004,9774,12808,19280,489784,5392132,632,0,0,0,2968884,1113234,563516,425674,371478,357862,136766,0,0,0,6482920,46,162,262,30,3011094,104366,466704,599816,238740,286740,161340,148020,125120,na,na,na,82900,32056.69,6482920,6482920,6502560,27567,11936,26490,403460,5937414,1209600,235804,2,308,0,4613651.52,0,1313014.08,0,4048,0,0,0,10462,311882,2339772,2690638,519782,60540,4338,160,170,6482920,na,23036,3744,677726,573482,273334,2742454,1591476,51354,806,2,10228,1346,290506,70560,0,642428,0,10,4751770,12004,674,0,0,0,0,0,0,0,0,76442,1766,798,0,0,132808,21386,87413240,9408770,803892,12570,0,0,178090,6432.84,6858,1370232,4142140,372690,24544,20324,2308,1758,1060,2358,0,0,0
328,0,2130706432,na,0,0,0,0,0,0,22,10668,30966,2144,62,0,15192,0,0,0,0,0,47920,39082,24522,2550,0,0,0,0,24,16,0,0,0,0,0,0,0,28318,15544,0,268,62,64,872,268,18178,24150,0,0,0,31434,5840,3060,1012,664,374,264,568,230,416,72504,4,16,288,4,15192,626,16962,7458,na,na,na,na,na,na,na,na,23900,328.99,72504,72504,69732,143,22,6796,71640,44062,1209600,0,na,na,na,21126.72,10103.04,11739.84,0,26,0,0,106,5166,17794,8560,11194,860,172,10,na,0,72504,0,1256,50,830,862,2226,25856,10982,1790,10,0,na,na,na,na,na,na,na,na,na,112,44,0,0,0,10106,0,0,0,0,670,6,24,0,0,348,60,345280,35032,51446,8,0,0,0,2.34,178,23432,6320,1246,916,388,1286,10202,72,0,0,0,0
1053244,na,na,na,na,na,0,0,0,0,126640,8328218,50167038,11752824,183796,516,27420032,274962,8424,na,1924,2846,57589686,48068962,20043244,7959268,na,0,0,0,na,na,0,0,0,0,5300,8435174,19547168,41720614,850772,0,57228,36724,57266,956470,51748542,17701688,1090,18,0,2,23080768,18032902,7916794,5959036,4851980,4416126,4780610,1495382,25412,16,77645290,na,na,na,na,27420032,1101308,12126924,7780698,387120,340640,316060,301960,405620,367560,305460,368980,11140,1053244.92,77645290,77645290,76602352,426357,na,na,51860,70559046,1209600,na,na,na,na,62528919.36,0,7986654.72,0,0,0,0,25948,3125304,33532380,30797050,2838354,206812,32608,572,na,na,77645290,na,52106,11630,624800,5259808,8922462,52898086,2755664,34468,2,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,613600,na,na,na,na,na,na,na,na,na,na,na,na,na,22625.1,28216,8337866,11821742,10083406,6184954,17469922,12383834,3314206,841788,120846,464,na,na
33052,na,2130706432,506,0,0,0,0,0,0,19928,620636,1063332,510378,24750,320,938120,0,0,0,724,1166,2021064,1779054,375256,208744,0,0,0,0,2654,354,0,0,0,0,530,25344,457590,1508704,247176,0,2538,816,872,30430,1281812,920574,2302,0,0,0,681598,607526,308344,232434,163984,106880,89962,48610,6,0,2397294,644,336,836,18,938120,25118,207774,166068,211540,na,na,na,na,na,na,na,159800,33051.01,2397294,2397294,2400272,13034,3352,116274,1183840,2239344,1209600,64284,2,74,0,1888456.32,0,348449.28,0,0,0,0,1334,223656,690108,939598,360928,19252,4238,230,112,118,2397294,na,4010,412,112122,137656,133742,1552062,291362,7924,54,0,718,926,1845054,1646,0,16270,0,66,1906618,1284,140,0,0,0,0,0,0,0,0,13512,22140,8846,0,0,47018,9218,8262120,858060,0,0,0,0,3051040,760.06,814,363190,394896,306018,157140,296970,237988,202930,116696,153316,10200,0,0
16570,0,na,na,0,0,0,0,0,0,61874,864100,1034814,410996,19580,0,997860,0,40,na,616,1216,2061220,1814572,505350,223890,0,0,0,0,2310,998,0,0,0,0,0,0,0,128778,2262586,0,22426,210,406,804,427690,1937624,2018,186,0,0,1542660,269560,130744,83792,62390,49194,35078,41724,23922,152300,2567276,32,210,358,0,997860,40362,220098,284346,213600,261420,0,0,0,0,0,0,27740,16570.44,2567276,2567276,2546696,8266,58272,na,145520,2397504,1209600,0,na,na,na,1033864.32,1181.76,1339717.44,4,200,0,0,4396,189312,1050046,900960,190216,50958,5102,374,na,0,2567276,0,22370,236,237248,1036136,107214,438958,515814,32760,628,0,na,na,na,na,na,na,na,na,na,6504,182,na,na,na,na,na,na,na,na,17988,10984,3470,90839890,709998,86520,19876,1754440,365138,2481676,2750,0,0,na,na,622,1381736,287762,164310,66152,102530,73868,87010,216100,11896,0,0,0
3154,na,138,132,0,0,0,0,0,0,86,13512,132370,22044,118,0,82024,0,0,0,0,0,160568,151296,17832,6262,0,0,0,0,192,68,0,0,0,0,0,0,63420,104710,0,0,152,44,54,92,43692,124092,4,0,0,0,72482,67564,19568,6752,1108,368,198,90,0,0,178422,2,586,92,0,82024,1446,10954,6850,na,na,na,na,na,na,na,na,17540,3154.73,178422,178422,182054,667,222,17620,178160,168130,1209600,2698,0,2,0,157516.8,0,10486.08,0,0,0,0,0,6704,76092,81526,3334,384,90,0,0,4,178422,na,210,36,896,7648,3080,107748,47148,1342,22,0,242,344,156524,124220,46,30,0,0,158206,82,38,0,0,0,0,0,0,0,0,610,406,192,0,0,1738,364,2740,298,0,0,0,0,2154760,106.82,70,11478,14494,5996,3014,6170,126616,352,10,0,0,0,0
288,0,16,10,0,0,0,0,0,0,26,18196,10238,0,0,0,12418,0,0,0,0,0,33630,27052,26702,2976,0,0,0,0,14,2,0,0,0,0,0,0,0,704,27756,0,1312,140,266,454,1762,24520,6,0,0,0,14764,8402,2294,1006,722,794,170,192,54,62,60374,4,4,2,0,12418,514,18240,8346,na,na,na,na,na,na,na,na,26240,288.72,60374,60374,60114,118,230,5784,59960,28532,1209600,790,0,10,0,16382.4,1450.56,9641.28,4,44,0,0,0,2960,18996,6326,130,30,18,0,4,30,60374,0,1214,38,216,856,2088,5868,16782,1304,94,0,12,4,16374,7580,0,0,0,0,18476,94,212,50,1452,0,0,0,0,0,0,482,0,0,0,0,318,82,340,208,0,0,0,0,0,124.1,86,12440,4344,1050,234,470,644,616,8662,0,0,0,0
2562,0,22,na,0,0,0,0,0,2420,51090,72256,44756,2118,0,0,82548,0,0,0,2046,5536,166914,151370,36352,9922,2,0,0,0,0,0,0,0,0,0,0,0,0,30560,142080,0,1774,16,30,52,96,165328,1238,4106,0,0,60292,30272,23884,17428,11300,8494,5578,5826,2950,6616,205372,18,84,14,10,82548,1780,17162,18732,na,na,na,na,na,na,na,na,35560,2561.05,205372,205372,202484,1072,57594,19946,204500,172806,1209600,0,na,na,na,131516.16,7672.32,32328.96,4,50,0,256,8502,30738,55222,58446,18196,1238,36,6,na,166,205372,0,1448,62,7714,5092,9484,86706,56370,5634,130,0,na,na,na,na,na,na,na,na,na,248,106,0,0,40,10074,0,0,0,0,1212,338,98,0,0,2422,464,360000,81758,30498,812,0,0,1561050,479.76,220,42136,16916,10576,7092,24626,6668,16272,47610,744,0,0,0
125658,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,2544958,0,0,0,440398,655014,5355906,5001242,1419392,598698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7217296,0,0,0,0,2544958,77626,360494,1057368,263460,229940,213420,217300,260500,na,na,na,223480,125658.32,7217296,7217296,966,0,0,105060,1155700,0,1209600,0,6,50,0,5797349.76,0,1176199.68,0,0,0,0,0,0,0,0,0,0,0,0,3068,0,7217296,0,0,0,0,0,0,0,0,0,0,0,528,2032,5877840,3195140,0,4,0,0,5878466,0,0,0,0,0,0,0,0,0,0,46622,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92926,na,5654,5048,0,0,0,0,0,0,606,169856,4341734,2253496,128036,13438,2852216,0,0,0,0,0,6111828,5218292,1074686,758900,0,0,9804,0,26864,2884,0,0,0,0,0,256,410928,5893918,602064,0,4506,1380,2582,222454,5115258,1557942,3044,0,0,0,2088500,1570646,779400,632196,508038,423164,546838,358384,0,0,7187948,122,32,94,40,2852216,87166,530400,538182,192660,160300,182980,174860,185500,na,na,na,163040,92925.47,7187948,7187948,7194788,47743,1084,104852,1122940,6907166,1209600,227396,2,138,0,6078867.84,0,822951.36,0,0,0,0,0,30416,769764,4071346,1941892,78182,14730,836,32,42,7187948,na,11090,1496,95616,458586,286326,4700062,1320788,32994,208,0,9694,8068,5674134,5984,0,308,0,0,6119852,6026,522,0,0,0,0,0,0,0,0,50188,75190,13104,0,0,202824,37538,2047940,302808,0,0,0,0,28807570,2761.66,3392,857998,1964528,1073508,452640,860396,788778,447746,205384,241924,14264,0,0
28512,na,1238,946,0,0,0,0,0,0,524,270728,1025808,470678,33856,2048,810568,0,0,0,0,0,1638196,1415594,690562,175056,0,0,416,0,1930,366,0,0,0,0,0,15376,746806,945032,96428,0,3852,2136,3746,24598,1105418,662410,1482,0,0,0,601358,450242,164770,111176,82986,61020,55948,257374,18768,0,2329166,30,716,246,12,810568,22248,530146,158824,296900,na,na,na,na,na,na,na,389460,28512.78,2329166,2329166,2331370,13566,19316,109108,1115020,1803642,1209600,50660,0,144,0,1536439.68,5975.04,258520.32,0,0,0,0,0,57954,516704,961374,252020,13352,2096,142,304,312,2329166,na,4264,396,29908,129136,89910,903566,628392,17570,500,0,1498,1004,1181150,220378,66,30054,0,0,1553906,1342,546,0,0,120,6034,0,0,0,0,11910,15856,2788,0,0,50774,9136,526740,220010,2288744,3814,0,0,2175150,810.14,922,278318,326756,189058,84856,160188,248376,143518,109184,236572,26816,0,0
432,na,22,12,0,0,0,0,0,19248,19758,7398,2672,0,0,0,13342,0,0,0,7160,11232,33022,na,28794,na,0,0,0,0,64,66,0,0,0,0,0,0,0,20694,28382,0,1510,602,1158,3518,5186,37102,0,0,0,0,26838,6892,10172,3298,758,366,280,440,26,6,69058,26,36,6,0,13342,660,na,na,na,na,na,na,na,na,na,na,27940,431.54,69058,69058,66266,198,0,6336,68240,49378,1209600,1150,0,16,0,25936.32,0,22311.36,30,78,0,1280,32948,10278,3568,956,34,12,0,0,8,14,69058,na,1138,18,1118,1516,3472,40886,928,0,0,0,18,166,25578,12598,0,6,0,0,28448,190,204,0,0,0,0,0,0,0,0,854,12,2,1706,400,610,90,1180,118,120,12,0,0,0,100.92,116,23806,6886,1634,694,1608,2930,11230,260,28,0,0,0
1300,na,24,na,0,0,0,0,0,3244,7072,63324,30818,686,0,0,42816,0,272,0,3478,6560,109574,93962,37788,9334,0,0,0,0,0,0,0,0,0,0,0,0,24564,65298,15282,0,400,90,114,1136,560,102842,2,0,0,0,45422,25256,6010,4166,3294,3132,3730,13676,458,0,150984,34,46,58,0,42816,1600,21828,15840,na,na,na,na,na,na,na,na,36680,1299.48,150984,150984,148832,629,15256,14356,149860,105144,1209600,0,na,na,na,74114.88,0,29794.56,0,38,0,3094,4026,25520,37192,31002,3948,224,106,32,na,24,150984,na,1588,90,926,1568,5118,27804,60672,6842,532,4,na,na,na,na,na,na,na,na,na,304,82,0,0,0,0,0,0,0,0,1292,410,96,0,0,1426,190,67940,28572,0,0,0,0,299510,251.26,256,32818,17478,5046,3702,7518,7434,11158,16998,2992,0,0,0
12792,na,1396,1114,0,0,0,0,0,0,227386,948246,189098,780,0,0,523978,0,0,0,0,0,1108800,870782,381494,210436,0,0,0,0,832,256,0,0,0,0,0,0,0,190948,1174562,0,1924,1296,1086,2632,20200,1337898,474,0,0,0,551616,445988,138684,87590,52462,34994,31782,22394,0,0,1490554,656,1158,1810,6,523978,20744,127740,253280,312620,na,na,na,na,na,na,na,66200,12792.29,1490554,1490554,1466498,5446,78,25858,278020,1365510,1209600,69534,2,94,0,905131.2,0,458253.12,34,214,0,0,9448,646774,642078,60880,4574,1434,322,0,0,278,1490554,na,2600,310,806,356736,36282,325930,616988,25450,408,0,1608,414,937278,215048,0,8496,0,0,938254,3902,846,0,0,0,0,0,0,0,0,11020,3070,686,0,0,51456,8030,2960580,296422,0,0,0,0,11792280,648.72,678,482504,314056,170086,52698,85596,167106,31816,61642,6,0,0,0
2038,na,258,250,0,0,0,0,0,0,1568,84402,33472,254,0,0,53070,0,0,0,0,0,112800,100694,20810,8194,0,0,0,0,176,40,0,0,0,0,0,7388,81770,14226,16312,0,1368,28,24,72,3556,114644,4,0,0,0,31684,62082,14578,7170,2592,614,772,196,8,0,133636,0,2,926,0,53070,1398,11670,9106,na,na,na,na,na,na,na,na,20540,2037.34,133636,133636,135288,468,0,13100,133240,119696,1209600,3060,2,8,0,105015.36,0,13320,0,0,0,0,0,36642,77510,4696,658,184,6,0,0,4,133636,na,1476,24,76,5472,1988,26824,81040,2718,78,0,402,246,106244,68218,0,32,0,18,106252,112,48,0,0,0,12,0,0,0,0,706,476,184,0,0,2222,638,140,14,123922,44,0,0,1035160,72.16,76,15724,12152,6018,2864,8786,68924,4488,658,82,0,0,0
58834,na,156,154,0,0,0,0,0,0,31802,1036678,1800570,852910,64742,2434,1720384,0,0,0,0,0,3496658,3116002,620752,304698,0,0,0,0,292,84,0,0,0,0,0,38058,1136354,1992084,622640,0,2874,2244,3236,32182,2199720,1547976,904,0,0,0,1244132,958974,460054,338880,263188,242428,266690,14790,0,0,4118258,664,1264,692,56,1720384,50178,416838,202574,161340,183260,169200,na,na,na,na,na,99380,58833.77,4118258,4118258,4120092,22868,1022,44472,479840,3789136,1209600,100408,0,86,0,3288012.48,0,498392.64,0,0,0,0,566,458644,1388490,1446378,468114,22678,4128,138,36,40,4118258,na,5164,686,155116,162334,231668,2916032,301312,16694,130,0,254,220,3301438,142878,0,1442,0,18,3328928,2032,184,0,0,0,0,0,0,0,0,25114,28818,8618,0,0,145426,26144,17820,3022,0,0,0,0,2328640,1698.2,1644,535160,530126,464444,255756,588582,669002,573762,144096,28182,26,0,0
12,0,18,16,0,0,0,0,0,0,2708,3604,3448,0,0,0,1090,0,0,0,0,0,8754,6800,5968,1032,0,0,0,0,10,8,0,0,0,0,0,0,0,0,9760,0,62,212,902,30,44,3902,4608,0,0,0,8178,510,108,68,178,26,460,60,22,150,14732,0,0,2,0,1090,176,3384,2562,na,na,na,na,na,na,na,na,5820,13,14732,14732,16386,30,0,1414,14520,9804,1209600,342,2,6,0,2719.68,0,5946.24,2,10,0,0,2512,3576,2668,998,6,0,0,0,0,0,14732,0,1180,16,12,14,218,2302,5134,872,12,0,14,8,2930,66,0,0,0,0,2932,46,30,0,0,0,0,0,0,0,0,224,0,0,0,0,32,12,3100,304,7114,6,0,0,0,0.84,42,7336,2158,126,16,34,18,28,44,0,0,0,0
14,0,8,6,2,2,0,0,0,0,6,2786,3108,0,0,0,1740,0,0,0,0,0,11686,10416,5256,194,0,0,0,0,12,44,0,0,0,0,0,0,0,0,5900,0,58,34,26,310,694,224,4554,0,0,0,4562,386,138,68,56,26,366,106,92,100,16942,0,10,0,0,1740,128,4106,1134,na,na,na,na,na,na,na,na,5200,13.96,16942,16942,17868,23,0,1636,16860,5926,1209600,334,0,0,0,2272.32,0,2693.76,0,12,0,0,0,1520,3336,310,734,0,0,0,6,10,16942,0,978,16,12,4,814,1376,1934,740,26,0,2,68,2492,168,0,0,0,0,2492,24,60,0,0,0,0,0,0,0,0,94,0,0,618,186,112,24,40,4,0,16,0,0,0,82.84,30,3766,1932,48,24,28,102,0,0,0,0,0,0
2502,na,406,336,0,0,0,0,0,0,3466,142778,111682,5454,0,0,108508,0,328,0,0,0,235720,190108,118794,25632,0,0,0,0,174,22,0,0,0,0,0,38010,204270,4328,16772,0,2190,194,240,370,55674,204562,150,0,0,0,156736,57930,22488,10140,7022,4976,3810,278,0,0,354730,0,564,140,0,108508,5098,73746,44286,na,na,na,na,na,na,na,na,116760,2501.27,354730,354730,354776,632,2170,31310,352760,263380,1209600,12566,0,20,0,182160.96,0,79276.8,0,0,0,0,0,75444,129710,49310,7192,1428,296,0,2,8,354730,na,2878,148,366,13990,35268,77864,123424,9438,4,0,482,46,176970,51588,0,308,0,0,186830,722,326,0,0,0,0,0,0,0,0,3088,1166,354,0,0,10916,1872,20140,5548,0,0,0,0,605070,491.52,434,85708,71636,23534,6964,12598,57276,1854,1242,2326,242,0,0
396,0,2130706432,8,0,0,0,0,0,0,26474,19180,6142,0,0,0,15080,0,0,0,2496,5706,42798,33362,26542,5970,0,0,0,0,12,12,0,0,0,0,0,0,0,14974,36822,0,280,134,234,1290,3608,21644,22026,2580,0,0,33450,12278,2558,1366,742,438,606,238,74,46,71926,16,50,18,0,15080,626,12924,13228,na,na,na,na,na,na,na,na,25740,396.58,71926,71926,70444,190,0,6802,71080,51946,1209600,1550,6,16,0,24758.4,10183.68,15932.16,4,46,0,0,17322,23212,10104,1146,12,0,0,0,0,4,71926,0,1090,24,84,2404,8046,36610,3526,12,0,0,10,18,27218,8734,0,2,0,0,27438,166,136,20,10182,0,0,0,0,0,0,794,6,6,12816,4940,778,148,128500,12856,2,14,0,0,0,203.04,146,27426,6730,2844,1186,3120,4368,5692,430,0,0,0,0
1878,na,274,210,0,0,0,0,0,0,198,80272,51754,6392,0,0,56994,0,0,0,0,0,133558,113338,50042,12900,0,0,0,0,154,164,0,0,0,0,0,574,138042,0,0,0,184,30,80,98,16098,122048,78,0,0,0,65792,49336,12198,4830,1756,1182,1388,2134,0,0,183688,30,648,38,0,56994,1932,32754,17202,na,na,na,na,na,na,na,na,49380,1878.04,183688,183688,184596,458,0,17902,182800,138616,1209600,5114,2,8,0,108868.8,0,29535.36,0,0,0,0,0,30014,76958,28268,2596,680,100,0,0,4,183688,na,418,50,526,14818,4562,50804,63764,3634,40,0,380,430,110504,26448,0,2,0,48,111320,204,102,0,0,0,0,0,0,0,0,1196,716,194,0,0,5238,1126,2300,228,0,0,0,0,306330,118.66,142,31866,23644,9582,5640,19780,38540,1822,1274,4794,1674,0,0
40044,na,258,252,0,0,0,0,0,1356,201246,1147062,1302696,182426,1832,0,1259970,0,0,0,2352,4748,2335378,1828178,743022,450906,0,0,0,0,1012,238,0,0,0,0,0,0,165288,2650522,20808,0,2178,674,1254,265034,1714268,850274,2936,0,0,0,831524,841290,276294,197546,177760,235158,275830,1216,0,0,3081440,0,14,122,14,1259970,51166,359822,381786,315620,275180,na,na,na,na,na,na,145620,40044.3,3081440,3081440,3087124,17234,90072,61500,655300,2836618,1209600,98178,2,114,0,2395866.24,0,438200.64,0,0,0,0,25880,466196,1085800,921510,313280,19524,3968,460,40,44,3081440,na,4886,636,102142,277832,153792,1570756,697790,28472,312,0,400,726,1206420,30900,0,7704,0,40,2418804,3012,960,0,0,0,0,0,0,0,0,25238,21948,5066,0,0,114230,28012,2719420,528830,0,0,0,0,1176310,1443.12,1462,464954,604452,373326,150504,317232,349198,287810,180892,107358,892,0,0
10,0,218,4,0,0,0,0,0,0,25140,14950,3364,0,0,0,19348,0,56,0,208,444,55588,47188,40844,3068,0,0,0,0,42,562,0,0,0,0,0,0,0,7304,36150,0,266,100,162,2918,980,27344,11684,0,0,0,27752,9050,2200,838,828,436,2058,170,72,50,96710,8,2,0,0,19348,718,34600,5900,na,na,na,na,na,na,na,na,40240,9.21,96710,96710,98068,170,0,9202,96060,43572,1209600,2162,0,0,0,20154.24,1015.68,18888.96,2,40,0,0,16008,16650,7532,3054,210,0,0,0,0,40,96710,0,3560,16,930,1788,14908,21010,1242,0,0,0,6,10,568,0,0,0,0,0,574,92,150,0,0,0,1014,0,0,0,0,622,0,0,12392,2562,850,290,115940,11604,49582,92,0,0,0,195.18,112,23762,8464,2666,962,1188,1810,598,4004,0,0,0,0
