class,Sensor_001,Sensor_002,Sensor_003,Sensor_004,Sensor_005,Sensor_006,Sensor_007,Sensor_008,Sensor_009,Sensor_010,Sensor_011,Sensor_012,Sensor_013,Sensor_014,Sensor_015,Sensor_016,Sensor_017,Sensor_018,Sensor_019,Sensor_020,Sensor_021,Sensor_022,Sensor_023,Sensor_024,Sensor_025,Sensor_026,Sensor_027,Sensor_028,Sensor_029,Sensor_030,Sensor_031,Sensor_032,Sensor_033,Sensor_034,Sensor_035,Sensor_036,Sensor_037,Sensor_038,Sensor_039,Sensor_040,Sensor_041,Sensor_042,Sensor_043,Sensor_044,Sensor_045,Sensor_046,Sensor_047,Sensor_048,Sensor_049,Sensor_050,Sensor_051,Sensor_052,Sensor_053,Sensor_054,Sensor_055,Sensor_056,Sensor_057,Sensor_058,Sensor_059,Sensor_060,Sensor_061,Sensor_062,Sensor_063,Sensor_064,Sensor_065,Sensor_066,Sensor_067,Sensor_068,Sensor_069,Sensor_070,Sensor_071,Sensor_072,Sensor_073,Sensor_074,Sensor_075,Sensor_076,Sensor_077,Sensor_078,Sensor_079,Sensor_080,Sensor_081,Sensor_082,Sensor_083,Sensor_084,Sensor_085,Sensor_086,Sensor_087,Sensor_088,Sensor_089,Sensor_090,Sensor_091,Sensor_092,Sensor_093,Sensor_094,Sensor_095,Sensor_096,Sensor_097,Sensor_098,Sensor_099,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,Sensor_128,Sensor_129,Sensor_130,Sensor_131,Sensor_132,Sensor_133,Sensor_134,Sensor_135,Sensor_136,Sensor_137,Sensor_138,Sensor_139,Sensor_140,Sensor_141,Sensor_142,Sensor_143,Sensor_144,Sensor_145,Sensor_146,Sensor_147,Sensor_148,Sensor_149,Sensor_150,Sensor_151,Sensor_152,Sensor_153,Sensor_154,Sensor_155,Sensor_156,Sensor_157,Sensor_158,Sensor_159,Sensor_160,Sensor_161,Sensor_162,Sensor_163,Sensor_164,Sensor_165,Sensor_166,Sensor_167,Sensor_168,Sensor_169,Sensor_170
neg,291500,na,38818,13610,0,0,0,0,0,0,29914,10885392,12309166,1418186,306404,61410,12121376,0,0,0,0,0,22495972,19491514,5797590,2214702,0,0,77872,0,101824,8860,28984,13542,7866,2732566,2713640,1515304,1457680,4338210,12202680,0,47946,19906,21448,31992,179194,24483854,170710,48010,6490,922,10019104,6096336,2733470,1521814,1239218,1319366,1150024,898616,32524,0,28299962,22610,3408,27578,0,12121376,294716,3702730,2078550,244680,255260,264860,263740,226860,250580,232200,252660,93240,291499.65,28299962,28299962,27854500,124818,71328,906,415160,25010472,1209600,660512,2,1430,0,22374853.44,0,2606580.48,184,11192,0,0,130,2431712,14033568,7386298,1023148,110788,23858,970,128,148,28299962,na,47356,7598,951380,1588556,1329772,13322674,7596098,166756,282,0,61394,26726,8691678,7730084,58,217792,0,0,22607386,24048,1592,0,0,0,0,0,0,0,0,189224,37144,9170,0,0,554034,68300,58522700,6173874,112146,281822,0,0,241071820,13524.2,15622,2784988,10843670,1940232,836920,5917732,1972070,318550,143294,241244,11772,0,0
neg,58336,na,422,330,0,0,0,0,0,1644,278632,2525472,727892,35262,0,0,1632752,0,0,0,3384,6200,3041164,2514298,667202,478336,0,0,0,0,600,894,0,0,0,0,0,172496,2273338,227754,895314,0,2206,764,1206,88016,2163450,1289260,23994,6,0,0,1220284,799278,378524,286410,256358,386700,241324,24,0,0,3712236,0,518,242,4,1632752,57768,398970,266358,228080,205700,214660,na,na,na,na,na,13000,58335.33,3712236,3712236,3708316,22066,2458,3854,77500,3568902,1209600,92870,0,114,0,3262764.48,0,303578.88,0,0,0,0,49522,1155722,1940796,385260,28572,6304,2600,126,244,262,3712236,na,4206,576,41510,159304,102934,2506294,726386,27278,414,0,500,1354,3035452,138700,20,46844,0,0,3291116,2166,428,0,0,0,0,0,0,0,0,31600,58002,13378,0,0,140598,22156,334520,45982,0,0,0,0,1422880,1225.38,1324,330536,477826,584396,309146,627460,584388,406950,187936,59818,446,0,0
neg,30260,na,0,na,0,0,0,0,0,0,40508,1648662,6851646,2333686,315810,21084,4478224,0,998,0,0,0,9926416,8646848,3182108,992010,0,0,0,0,0,0,0,0,0,0,0,3230,198434,24290,10985442,0,19662,20796,42956,224698,4647144,6238484,17630,26,0,0,9228588,1415632,273230,114044,68520,59584,47116,4682,0,0,13111806,0,354,1564,7066,4478224,208014,1344816,1832690,274420,296900,365800,357540,317920,330500,280620,265180,232300,30259.24,13111806,13111806,12924082,16253,594778,80954,983840,11211396,1209600,0,na,na,na,4768334.4,0,6420966.72,na,na,0,0,1708,328638,2585480,5493622,2229276,539772,32784,116,na,668,13111806,na,14634,4232,4492902,2527382,1276552,2336800,548114,10778,2,0,na,na,na,na,na,na,na,na,na,28768,2416,0,0,0,0,0,0,0,0,89968,7100,1282,0,0,218498,38276,16596240,2615540,0,0,0,0,29184370,na,na,6666140,3786218,370354,146786,150288,52354,22200,10930,6108,18,0,0
neg,46158,na,338,312,0,0,0,0,0,0,130696,1211336,1315112,145494,3148,186,1372524,0,0,0,402,1298,2629340,2392838,510584,176396,0,0,0,0,266,80,0,0,0,0,0,94870,1459610,826500,424992,0,2096,1106,2238,44780,1767610,983096,5046,0,0,0,554222,834328,420634,304860,191578,151902,241112,107336,0,0,3140922,80,162,1126,22,1372524,23168,332314,176170,194220,204100,na,na,na,na,na,na,106260,46157.1,3140922,3140922,3105444,19230,4408,67688,715300,2805972,1209600,86130,0,66,0,2600520.96,0,203136,0,0,0,0,8462,660312,1161920,879794,86566,7468,1408,42,2670,2700,3140922,na,3898,564,31928,103112,59018,1639040,932702,35432,278,0,532,208,2113346,81194,0,14382,0,58,2623904,1454,944,0,0,0,0,0,0,0,0,12558,71452,9652,0,0,61432,10748,2043280,241086,80766,19556,0,0,7570580,1055.72,1304,225228,481312,441110,241252,462142,346106,221100,139568,231726,16428,0,0
neg,40586,na,220,212,0,0,0,0,0,0,28076,596850,2212900,343596,28866,666,1320708,0,0,0,0,0,2693372,2223256,713442,420638,0,0,0,0,458,152,0,0,0,0,0,37922,1417834,660074,1095124,0,1474,320,460,13944,1491704,1690206,12846,0,0,0,1352676,654184,252322,185404,144708,136440,319192,166028,0,0,3407338,418,144,6638,16,1320708,42972,347124,362028,254460,290520,na,na,na,na,na,na,163080,40586.29,3407338,3407338,3402350,18764,1316,95178,982780,3210954,1209600,99890,0,78,0,2423201.28,0,785910.72,0,0,0,0,1362,168570,1056938,1672426,292468,16656,2450,84,3302,3320,3407338,na,3668,460,83676,391574,219814,1923412,574382,13890,78,0,366,408,2441196,163028,0,35318,0,46,2454964,1984,446,0,0,0,0,0,0,0,0,23426,36512,7710,0,0,82290,17914,44160,8164,0,0,0,0,586300,959.82,972,811320,499440,430088,250540,622102,303062,110354,54166,91688,38194,0,0
neg,238,na,42,30,0,0,0,0,0,4356,41720,14630,1184,0,0,0,23694,0,0,0,4402,9224,44958,35652,69342,3190,0,0,0,0,36,60,0,0,0,0,0,0,0,47262,14628,0,2102,768,1698,3648,17326,36348,0,0,0,0,46976,8498,3922,1262,380,146,418,200,86,2,118880,12,2,4,0,23694,1146,44910,24232,na,na,na,na,na,na,na,na,68260,238.09,118880,118880,117204,124,18,11274,117780,61890,1209600,1770,0,24,0,19966.08,0,40843.2,30,100,0,2794,36082,20034,2062,622,296,0,0,0,2,8,118880,na,1356,62,86,2668,3858,13382,37736,2704,38,0,32,88,19250,4088,0,0,0,0,23746,540,410,0,0,0,0,0,0,0,0,1120,40,8,2758,972,734,156,1420,154,0,188,0,0,0,215.66,204,42936,9596,1860,994,1108,620,500,4276,0,0,0,0
neg,30730,na,0,na,0,0,0,0,0,0,1454,231272,1195628,720704,70434,2564,1090264,0,0,0,0,0,2001892,1716116,745062,213806,0,0,0,0,0,0,0,0,0,0,0,53274,899504,1072208,197070,0,6134,3934,10080,15200,207804,1978892,12,0,0,0,944544,400528,149902,100866,73928,64774,107746,378578,1190,0,2747690,290,578,864,110,1090264,36094,526592,215456,396800,259260,na,na,na,na,na,na,81940,30729.63,2747690,2747690,2736326,15230,25992,28378,319940,2222056,1209600,0,na,na,na,1803405.12,0,413744.64,72,704,0,0,0,49254,481318,1128478,525126,32418,4922,540,na,0,2747690,na,6690,488,75350,209302,128468,1427044,364792,9802,120,0,na,na,na,na,na,na,na,na,na,1728,84,0,0,0,0,0,0,0,0,21168,22768,3804,0,0,70916,10502,4063880,547444,0,0,0,0,729630,1177.54,1132,433050,398624,272108,121044,294764,411260,154056,59942,71022,6186,0,0
neg,2038,na,266,212,0,0,0,0,0,0,292,25996,142946,12108,0,0,70256,0,0,0,0,0,151554,131400,62716,10234,0,0,0,0,306,120,0,0,0,0,0,10496,119972,3510,47364,0,21988,312,698,2208,27800,128334,2,0,0,0,110108,43834,14096,4568,2090,4100,2464,82,0,0,214378,18,22,10,0,70256,2668,45424,17078,na,na,na,na,na,na,na,na,61660,2037.26,214378,214378,238638,638,522,20748,213160,181342,1209600,4756,0,32,0,123024,0,36400.32,8,82,0,0,0,9156,101284,68926,1542,362,72,0,4,10,214378,na,22182,84,176,8434,4100,53990,86376,5794,206,0,348,406,116486,2558,0,142,0,0,126432,264,88,0,0,0,0,0,0,0,0,1576,822,180,0,0,5742,1128,49900,5868,3034,494,0,0,1037300,265.42,284,60370,23906,11248,12710,52228,14346,2848,1746,1930,10,0,0
neg,105266,na,2130706570,624,0,0,0,0,0,0,38078,1458966,3696532,706746,27096,2702,2717886,0,0,0,0,0,5283054,4604872,799048,625822,0,0,0,0,400,1172,0,0,0,0,0,89182,2375354,2458272,1007312,0,2766,1752,4212,10632,492518,5417556,684,0,0,0,1490796,1604962,704502,553086,408908,291878,298306,576182,1500,0,6082550,124,7518,640,18,2717886,87394,482014,314660,153880,152120,153820,164380,164220,na,na,na,3980,105266.47,6082550,6082550,6106886,42358,95490,120472,27800,5930120,1209600,185256,2,100,0,5411803.2,0,515336.64,28,404,0,0,454,368026,2594458,2547570,387310,27036,5150,116,8898,8920,6082550,na,5470,776,225534,275552,193356,4312734,897988,18572,138,0,778,2070,4977840,619182,0,35776,0,24,5436756,2278,768,0,0,0,0,0,0,0,0,42906,83606,43698,0,0,171928,36316,10367960,1749220,0,0,0,0,65578570,1323.88,1494,544790,709904,581182,349006,776036,861048,921864,1087926,98364,0,0,0
neg,28544,na,2668,na,0,0,0,0,0,45688,995166,1702072,335092,3598,0,0,1420256,21000,306,484,27660,53998,2269070,1345524,1184722,788684,0,0,0,0,12214,1156,0,0,0,0,0,28980,3018738,15128,18770,0,4152,734,1230,31358,1743098,1292248,8792,4,0,0,850774,950362,320874,236818,170786,130762,135632,253106,32492,10,3483030,0,92,2138,0,1420256,69302,613482,568204,366220,424720,na,na,na,na,na,na,379360,28543.86,3483030,3483030,3452990,18926,136432,93066,1048600,3081616,1209600,0,na,na,na,2647365.12,0,427077.12,0,0,0,792,130294,778112,1281702,778102,94890,15084,2582,58,na,0,3483030,na,10180,1522,121514,276656,155268,1512504,940446,63014,512,0,na,na,na,na,na,na,na,na,na,4312,562,0,0,0,0,0,0,0,0,47442,15552,3298,0,0,181620,27962,8460480,1078534,0,0,0,0,631170,2514.7,3422,448522,1595014,442382,149864,278806,144104,17566,4138,1220,0,0,0
neg,39456,na,4296,3344,0,0,0,0,0,0,4608,189522,1807958,1394730,229160,29488,1699416,1982,0,0,0,0,2977704,2376354,1167836,459258,0,0,12196,0,16622,2726,0,0,0,0,0,39362,2163908,1355238,96958,0,7988,7484,10044,16138,230828,3382386,596,2,0,0,1971470,632316,298492,204856,137608,100492,97658,211594,980,0,4146920,192,424,482,30,1699416,61488,517482,644552,319260,268720,328080,na,na,na,na,na,237960,39455.08,4146920,4146920,4115518,17705,19828,40798,503480,3655466,1209600,101296,0,224,0,2568689.28,70901.76,1009582.08,74,1044,0,0,0,37488,657242,1578302,1202646,164370,14578,840,660,672,4146920,na,11584,1156,97954,618316,278872,1758774,865648,22972,190,0,7320,10856,2157716,55808,0,9396,0,0,2629234,4866,698,0,0,780,71360,0,0,0,0,40316,19836,3752,0,0,80798,14668,1684940,240166,0,0,0,0,0,2618.32,2910,1119294,962090,259578,122530,271584,261246,191054,150238,295970,21882,0,0
neg,1848,na,0,na,0,0,0,0,0,0,122,8088,86810,6910,0,0,52574,0,58,0,0,0,100148,93444,16262,3412,0,0,0,0,0,0,0,0,0,0,0,3436,71542,2520,24432,0,1478,56,76,72,1072,99152,24,0,0,0,49062,35550,10164,5216,1006,328,516,88,0,0,116436,90,566,10,8,52574,876,10704,5470,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,15900,1848.04,116436,116436,116796,387,604,11450,116080,101930,1209600,0,na,na,na,94569.6,0,5705.28,na,na,0,0,0,194,65934,34666,732,328,76,0,na,0,116436,na,1424,24,2760,2052,3630,84992,6632,416,0,0,na,na,na,na,na,na,na,na,na,106,40,0,0,0,0,0,0,0,0,496,1088,340,0,0,2532,480,220520,22872,0,0,0,0,848040,na,na,7994,8624,6582,3476,11912,63286,56,0,0,0,0,0
neg,108,na,66,44,0,0,0,0,0,0,1330,7188,9310,0,0,0,7276,0,0,0,0,0,21554,17280,12802,838,0,0,0,0,38,62,0,0,0,0,0,0,0,1434,16394,0,1082,92,72,156,2168,14258,0,0,0,0,12674,3344,710,350,110,86,104,430,20,0,34408,4,4,2,0,7276,458,8540,4124,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,12300,108.17,34408,34408,35564,45,0,3176,34000,17828,1209600,1044,0,8,0,9756.48,0,7045.44,na,na,0,0,0,5440,9810,2216,354,8,0,0,0,4,34408,na,1052,30,54,388,972,2320,9972,2968,72,0,54,142,9360,1204,0,0,0,0,10536,100,108,0,0,0,0,0,0,0,0,380,0,0,6452,1744,584,128,1660,166,9964,52,0,0,0,na,na,8490,4976,1574,400,674,558,280,876,0,0,0,0
neg,8,0,0,0,0,0,0,0,0,0,1850,896,2770,0,0,0,1628,0,90,0,586,1162,10762,8712,3516,226,0,0,0,0,4,12,0,0,0,0,0,0,0,2508,3008,0,44,0,122,1224,106,4020,0,0,0,0,3936,368,100,84,60,36,46,704,74,108,14892,2,4,0,0,1628,138,1722,1778,na,na,na,na,na,na,na,na,3340,7.62,14892,14892,15620,25,0,1328,14640,5556,1209600,220,2,0,0,1266.24,0,2936.64,0,10,0,0,1792,536,1830,598,760,0,0,0,0,4,14892,0,1392,8,16,10,410,986,2116,554,24,0,0,16,1106,132,0,0,0,0,1530,42,66,0,0,0,0,0,0,0,0,176,0,0,0,0,26,10,6540,672,0,8,0,0,0,0.9,548,4392,900,22,14,84,104,0,0,0,0,0,0
neg,1978,na,210,194,0,0,0,0,0,0,28242,96944,35548,84,0,0,72294,0,0,0,0,0,146416,125068,35468,10936,0,0,0,0,60,18,0,0,0,0,0,6472,132290,6496,15560,0,380,92,120,82,728,159386,30,0,0,0,71782,48676,22378,10184,5236,2098,462,2,0,0,182024,0,16,74,0,72294,2294,14802,20420,na,na,na,na,na,na,na,na,34400,1977.43,182024,182024,182074,406,6,17382,180800,160818,1209600,3528,0,22,0,117016.32,0,43416.96,0,42,0,0,12448,99988,34004,12704,1492,182,0,0,0,4,182024,na,610,78,138,6364,3792,66572,79914,3348,2,0,248,38,116780,28016,0,680,0,0,121212,332,140,0,0,0,0,0,0,0,0,1534,576,216,0,0,4086,706,3440,344,0,0,0,0,834050,245.8,248,46558,23436,8186,5082,27272,48206,678,376,998,26,0,0
neg,456,0,2130706432,68,18,26,0,0,0,0,40222,10936,3584,0,0,0,16350,0,0,0,6180,9966,51520,41652,41880,4380,0,0,0,0,54,92,0,0,0,0,0,0,0,1128,53614,0,372,56,104,840,338,27782,18986,6264,0,0,33372,13940,2746,1616,2110,222,574,116,20,26,99784,0,8,12,0,16350,858,26432,15066,na,na,na,na,na,na,na,na,40620,456.23,99784,99784,245130,194,0,9308,98260,54982,1209600,1694,6,18,0,29130.24,3326.4,21503.04,6,118,0,0,30358,16204,6942,1042,186,10,0,0,2,2,99784,0,1206,42,364,1312,7698,42124,1996,0,0,0,42,186,31420,224,0,196,0,0,31518,260,274,10,5336,0,0,0,0,0,0,1290,0,6,5634,990,88,252,179380,17936,0,28,0,0,0,322.02,240,26054,8992,2270,1432,5522,2390,2352,5730,0,0,0,0
neg,40846,na,228,210,0,0,0,0,0,0,10616,701630,1334610,493958,24346,2210,1202744,0,0,0,0,0,2231678,1858124,468484,320976,0,0,0,0,452,142,0,0,0,0,0,75464,1719624,665122,107160,0,1976,1060,2304,301256,1790164,470576,34,0,0,0,686612,704740,187698,142524,122392,116186,218100,389114,4,0,2700700,62,18,270,24,1202744,38940,232276,234196,178040,220280,na,na,na,na,na,na,64900,40845.13,2700700,2700700,2703390,20093,2374,24432,275660,2567370,1209600,94606,4,110,0,2197489.92,0,367524.48,0,0,0,0,26,154408,896840,1187792,303086,21226,3716,276,144,148,2700700,na,3864,500,96562,181322,99708,1379610,771594,33824,386,0,434,426,2230380,49798,0,4008,0,40,2235842,1850,138,0,0,0,0,0,0,0,0,20470,44664,8414,0,0,88292,24374,14060,4986,10888,2618,0,0,1193600,1087.54,1142,388808,403332,337256,159386,300656,258072,165238,130224,368974,55424,0,0
neg,27028,na,1094,946,0,0,0,0,0,0,182,196170,1080360,288632,10496,1108,694042,0,0,0,0,0,1444430,1271674,245274,145952,0,0,442,0,2314,462,0,0,0,0,0,42782,356040,1119628,58498,0,2168,2186,5402,55672,853936,657576,8,0,0,0,534880,498316,182210,89704,54186,37904,35980,139588,4180,0,1689876,86,44,104,2,694042,18980,143846,100400,170280,na,na,na,na,na,na,na,72280,27027.23,1689876,1689876,1701490,9811,1062,46324,476860,1576948,1209600,38138,0,72,0,1401293.76,0,174610.56,0,0,0,0,0,33382,645710,739770,150182,6392,1410,102,448,460,1689876,na,2118,288,7186,83836,56354,715422,697706,13700,338,0,1680,1240,1358910,11192,20,846,0,0,1412882,982,108,0,0,0,0,0,0,0,0,10112,14002,2478,0,0,50062,7078,19340,14794,0,0,0,0,0,633.32,612,182792,240488,152712,70532,155202,200284,245768,114844,205432,8894,0,0
neg,6746,na,0,na,0,0,0,0,0,2454,76692,269580,40662,0,0,0,168364,0,0,0,1442,2120,358308,333630,46990,18652,0,0,0,0,0,0,0,1148,5010,5508,11084,21178,146824,85600,113036,0,1538,78,110,152,11574,365842,10094,0,0,0,138678,203272,32746,8882,3978,1610,222,0,0,0,406792,246,14,402,88,168364,4196,19168,27666,na,na,na,na,na,na,na,na,46240,6746.54,406792,406792,409750,1374,41440,40206,405900,389388,1209600,0,na,na,na,354994.56,0,32878.08,0,0,0,0,42104,209550,131080,4482,1492,546,134,0,na,0,406792,na,1700,64,5748,24164,23416,272076,56306,5778,136,0,na,na,na,na,na,na,na,na,na,216,40,0,0,0,0,0,0,0,0,1830,1630,284,0,0,11478,2268,2427260,272654,0,5048,0,0,5746560,285,166,37052,37480,36896,27656,66188,138310,34878,10542,386,0,0,0
neg,40900,na,332,304,0,0,0,0,0,170,193824,700870,1617418,511222,30964,1208,1252046,0,0,0,13566,20014,2682738,2291616,600788,307794,0,0,0,0,496,146,0,0,0,0,0,14172,1841854,720584,479066,0,3918,1172,1708,10568,1478902,1553650,5758,0,0,0,1290342,750634,245132,168300,124352,150152,158320,167692,752,0,3298152,18,16,142,46,1252046,37066,303502,295928,248880,167360,na,na,na,na,na,na,175280,40899.53,3298152,3298152,3278484,16225,23804,81162,868360,3055676,1209600,63440,0,90,0,2458080,33030.72,560441.28,0,0,0,0,86566,324320,1087858,1260220,273416,19948,3242,106,58,68,3298152,na,7274,894,64506,365882,181228,1810028,602460,23230,174,0,510,468,849926,51480,0,48196,0,24,2499102,3334,80,0,0,50,33086,0,0,0,0,22808,24064,4884,0,0,56410,8584,4965620,719160,0,0,0,0,1215440,1996.74,2096,631252,581220,344062,190006,438492,385554,214260,112576,151760,6494,0,0
neg,2970,na,296,na,0,0,0,0,0,0,6980,114334,85506,24022,362,0,97968,16906,0,0,0,0,191032,146748,69322,34436,0,0,0,0,0,0,0,0,0,0,0,5226,93116,14080,118782,0,322,158,162,214,30204,194830,5314,0,0,0,89730,93372,24666,12636,6314,2068,1404,912,102,0,260464,232,862,416,0,97968,3952,25062,43900,na,na,na,na,na,na,na,na,68280,2969.99,260464,260464,257714,799,19030,25276,259180,231204,1209600,0,na,na,na,174912,0,55950.72,0,0,0,0,0,95866,81448,41208,11470,982,230,0,na,4,260464,na,638,82,406,18982,12348,40936,141532,15752,528,0,na,na,na,na,na,na,na,na,na,300,52,0,0,0,0,0,0,0,0,2786,744,238,0,0,5028,1064,816460,97966,140744,530,0,0,1293560,201.12,220,58494,39890,15978,8708,19830,83270,1626,978,2320,110,0,0
neg,1184,na,0,na,0,0,0,0,0,0,1768,62188,6730,0,0,0,34526,0,0,0,0,0,76520,73086,5246,2020,0,0,0,0,0,0,0,0,0,0,0,2924,66568,12,1182,0,1316,50,150,344,2592,66232,2,0,0,0,38244,21630,7228,2776,238,174,348,48,0,0,81798,20,296,44,2,34526,636,2342,2876,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,5040,1184.99,81798,81798,na,226,1692,8086,81600,na,1209600,0,na,na,na,61857.6,0,7098.24,na,na,0,0,0,56648,12420,1354,222,42,0,0,na,0,81798,na,1252,12,1658,2966,2890,49322,11890,694,2,0,na,na,na,na,na,na,na,na,na,72,34,0,0,0,0,0,0,0,0,306,544,168,50304,24522,1680,284,70680,8576,0,44,0,0,185010,na,na,8992,7680,2910,1324,8874,40714,192,0,0,0,0,0
neg,28,na,36,34,0,0,0,0,0,0,76,10702,328,1558,0,0,4584,0,0,0,0,0,15590,12638,4640,1354,0,0,0,0,40,26,0,0,0,0,0,0,12664,0,0,0,90,14,22,22,344,12168,4,0,0,0,11070,1250,182,82,34,14,14,18,0,0,20252,14,30,14,0,4584,288,1616,3002,na,na,na,na,na,na,na,na,4480,28.81,20252,20252,22602,20,0,1908,20060,12664,1209600,856,2,4,0,5340.48,0,7263.36,0,0,0,0,0,9406,1578,1650,30,0,0,0,0,8,20252,na,118,14,24,534,1070,4062,5820,980,24,18,70,322,6330,68,0,2,0,28,6442,92,94,0,0,0,0,0,0,0,0,170,12,2,0,0,304,94,1100,104,0,0,0,0,0,65.1,42,7932,4162,440,76,44,10,0,0,0,0,0,0
neg,18,2,18,18,0,0,0,0,0,0,7818,2538,1808,0,0,0,2838,0,0,0,1544,2666,13838,13788,10132,342,0,0,0,0,16,20,0,0,0,0,0,0,0,376,11788,0,58,0,0,346,742,194,10824,0,0,0,10226,702,168,100,70,168,68,524,28,110,25542,0,4,0,0,2838,154,7670,2442,na,na,na,na,na,na,na,na,9920,18.16,25542,25542,27778,34,0,2480,25320,12210,1209600,518,2,10,0,3429.12,357.12,7309.44,0,8,0,0,6258,3678,1290,930,8,0,0,0,2,6,25542,0,1160,8,18,8,8,5018,4554,1360,30,0,20,14,3622,164,0,0,0,0,3720,76,78,0,0,130,438,0,0,0,0,166,0,0,28,28,90,32,7720,750,0,18,0,0,0,68.68,42,9042,2822,64,28,30,36,54,88,0,0,0,0
neg,39242,na,272,196,0,0,0,0,0,0,1020,564322,1720184,269540,16004,1138,1187432,0,0,0,0,0,2311254,1979136,398632,259940,0,0,0,0,334,194,0,0,0,0,0,102542,1114888,676148,678630,0,2976,3060,3752,133708,1436310,992100,302,0,0,0,892754,637138,258678,158322,109094,91144,106784,318054,240,0,2710684,22,40,332,0,1187432,32850,197748,198672,157600,197100,na,na,na,na,na,na,36340,39242.48,2710684,2710684,2706874,17261,750,24058,282780,2572208,1209600,89008,0,80,0,2359841.28,0,210036.48,0,0,0,0,0,59482,1112388,1168880,212370,14980,3948,160,454,494,2710684,na,5014,686,38822,99076,86948,1575322,740652,25354,334,0,412,682,2201836,64212,62,150296,0,0,2382896,1684,104,0,0,0,0,0,0,0,0,19510,36392,7016,0,0,103598,12350,379040,42738,0,0,0,0,938890,1251.36,1582,232210,440790,367204,222876,779420,528946,742,12,8,0,0,0
neg,39778,na,622,412,0,0,0,0,0,0,6580,626340,1895808,773858,56688,5432,1621074,0,0,0,0,0,2849654,2386408,706276,382828,0,0,192,0,2654,812,0,0,0,0,0,306538,2300956,594850,162362,0,4972,2762,1942,2188,29306,3318480,5056,0,0,0,1512816,652820,226934,178442,163766,162804,199574,266836,714,0,3556836,26,572,234,8,1621074,59232,343866,361312,232320,242760,na,na,na,na,na,na,223540,39777.65,3556836,3556836,3557780,20104,324000,107994,1127980,3364706,1209600,104436,0,156,0,2774100.48,15500.16,570994.56,0,692,0,0,372,153678,1004712,1729384,434340,35004,6500,716,4,8,3556836,na,7000,778,56330,365274,185906,1823908,893466,31624,420,0,772,2868,1100452,50012,0,1182,0,0,2807868,4048,190,0,0,480,15886,0,0,0,0,32950,38846,6492,0,0,104716,20714,4396740,1253696,49364,39562,0,0,385680,1512.7,1796,618932,881786,678868,274722,423492,273772,123720,54234,35096,84,0,0
neg,40532,na,0,na,0,0,0,0,0,0,928,234848,2584910,742412,32086,72,1772986,0,0,0,0,0,2927900,2376974,868712,483486,0,0,0,0,0,0,0,0,0,0,0,487610,2890298,217084,264,0,3810,2632,2506,324722,3044568,217016,2,0,0,0,1958882,502638,239038,194632,250222,447426,2418,0,0,0,3797254,0,112,576,210,1772986,78788,433316,433934,267960,252720,298640,na,na,na,na,na,43200,40532.23,3797254,3797254,3796164,18213,71430,11938,161220,3595256,1209600,0,na,na,na,2995987.2,0,595474.56,0,0,0,0,0,6920,644980,1944884,918888,65740,11878,1966,na,0,3797254,na,5254,846,165114,500500,210446,1911214,782678,19030,174,0,na,na,na,na,na,na,na,na,na,4614,150,0,0,0,0,0,0,0,0,42408,47382,7554,0,0,166186,24334,7403060,911130,0,0,0,0,532240,1592.46,1676,630256,1189662,572450,263098,414238,236924,144136,66382,75708,2402,0,0
neg,42390,na,182,142,0,0,0,0,0,0,9392,846400,1440804,292288,17858,1634,1361550,0,0,0,0,0,2313282,2029330,409374,238048,0,0,0,0,886,198,0,0,0,0,0,6422,964942,1052264,584748,0,5652,1204,1164,1438,20496,2576470,1952,0,0,0,568432,644744,256796,201136,160720,133380,158976,468866,15326,0,2723134,6,24,44,20,1361550,41776,235020,173546,168680,187360,na,na,na,na,na,na,48680,42389.4,2723134,2723134,2728830,21702,1338,26894,298400,2608376,1209600,84904,0,80,0,2438442.24,0,164365.44,0,170,0,0,0,169990,1039274,1128376,254340,13590,2606,200,26,34,2723134,na,6872,498,24032,108760,56980,1630960,758242,21516,516,0,302,730,2438184,11516,0,26304,0,0,2464386,1360,200,0,0,0,0,0,0,0,0,22648,33790,7078,0,0,88578,14730,22620,4890,0,0,0,0,2389410,827.66,1088,184728,480294,345536,182278,493836,515812,291190,83308,31346,48,0,0
